symbol,timestamp,tradingDay,open,high,low,close,volume
GOOG,11/05/2020 14:05,11/05/2020,140496,140645,140329,1405669,6693
GOOG,11/05/2020 14:10,11/05/2020,140587,140686,140497,1405611,5688
GOOG,11/05/2020 14:15,11/05/2020,140602,140715,140563,140692,4250
GOOG,11/05/2020 14:20,11/05/2020,1406588,140828,1406588,140826,7081
GOOG,11/05/2020 14:25,11/05/2020,140855,14093,140655,1409029,6343
GOOG,11/05/2020 14:30,11/05/2020,140895,141125,140894,1411075,8073
GOOG,11/05/2020 14:35,11/05/2020,141155,1413888,141111,1413136,7520
GOOG,11/05/2020 14:40,11/05/2020,141339,141339,141197,141197,7201
GOOG,11/05/2020 14:45,11/05/2020,141169,14138,141079,1413126,3168
GOOG,11/05/2020 14:50,11/05/2020,1413645,141458,14133,1414455,5837
GOOG,11/05/2020 14:55,11/05/2020,1414458,1414458,141357,141357,3917
GOOG,11/05/2020 15:00,11/05/2020,141399,141475,141366,1414,11524
GOOG,11/05/2020 15:05,11/05/2020,141357,1415,1413149,1414445,8125
GOOG,11/05/2020 15:10,11/05/2020,141452,141653,141277,1413385,8500
GOOG,11/05/2020 15:15,11/05/2020,1413502,141488,1413491,141429,9277
GOOG,11/05/2020 15:20,11/05/2020,141362,1413945,141117,1411624,6778
GOOG,11/05/2020 15:25,11/05/2020,1411556,141177,141008,14109,10431
GOOG,11/05/2020 15:30,11/05/2020,141097,141153,14082,140848,11478
GOOG,11/05/2020 15:35,11/05/2020,140795,140865,140564,140788,13266
GOOG,11/05/2020 15:40,11/05/2020,140793,140935,14068,14071,16841
GOOG,11/05/2020 15:45,11/05/2020,140638,140896,140616,140658,15214
GOOG,11/05/2020 15:50,11/05/2020,1406,1409225,140417,140456,20144
GOOG,11/05/2020 15:55,11/05/2020,140505,140594,1403,140328,24647
GOOG,11/05/2020 16:00,11/05/2020,140326,140326,140326,140326,74912
GOOG,12/05/2020 09:30,12/05/2020,140708,1415,1406,14102,39267
GOOG,12/05/2020 09:35,12/05/2020,140996,141045,1399009,1404245,29160
GOOG,12/05/2020 09:40,12/05/2020,1403605,141071,1403605,140682,21113
GOOG,12/05/2020 09:45,12/05/2020,140742,140955,140101,1401247,11919
GOOG,12/05/2020 09:50,12/05/2020,140161,140266,139149,139658,21524
GOOG,12/05/2020 09:55,12/05/2020,139783,1398643,13956,13956,8140
GOOG,12/05/2020 10:00,12/05/2020,1396685,1398555,1396265,1397515,10912
GOOG,12/05/2020 10:05,12/05/2020,139805,1398505,139548,139606,10348
GOOG,12/05/2020 10:10,12/05/2020,1395925,139721,139442,139524,11666
GOOG,12/05/2020 10:15,12/05/2020,139546,139905,139495,139905,20043
GOOG,12/05/2020 10:20,12/05/2020,139934,139959,139645,139717,9788
GOOG,12/05/2020 10:25,12/05/2020,13978,139839,139641,1397415,4696
GOOG,12/05/2020 10:30,12/05/2020,1397825,1401479,139695,140129,7677
GOOG,12/05/2020 10:35,12/05/2020,140106,1403922,140092,140237,5810
GOOG,12/05/2020 10:40,12/05/2020,140227,140492,140201,1402652,8038
GOOG,12/05/2020 10:45,12/05/2020,1403649,140385,1399048,139905,5496
GOOG,12/05/2020 10:50,12/05/2020,139959,14035,139959,140349,12007
GOOG,12/05/2020 10:55,12/05/2020,140435,1405,140394,1404296,10500
GOOG,12/05/2020 11:00,12/05/2020,14041,140544,14034,1405,7460
